Message,Period,Time,Slot,Subject,Group,CTR,Revenue,Bid,VFC,Cost,Payoff
sync_net,1,19:05:57,1,2,1,380,7600,42.97,20,13248.699999999999,-5648.699999999999
sync_net,1,19:05:57,2,1,1,190,1900,38.69,10,5897.599999999999,-3997.5999999999995
sync_net,1,19:05:57,3,3,1,0,0,31.04,30,0,0
""
sync_net,1,19:05:58,0,4,1,400,16000,47.55,40,14108.099999999999,1891.9000000000015
sync_net,1,19:05:58,1,2,1,380,7600,42.97,20,13248.699999999999,-5648.699999999999
sync_net,1,19:05:58,2,1,1,190,1900,38.69,10,5897.599999999999,-3997.5999999999995
sync_net,1,19:05:58,3,3,1,0,0,31.04,30,0,0
""
sync_net,1,19:05:59,0,4,1,400,16000,47.55,40,14108.099999999999,1891.9000000000015
sync_net,1,19:05:59,1,2,1,380,7600,42.97,20,13248.699999999999,-5648.699999999999
sync_net,1,19:05:59,2,1,1,190,1900,38.69,10,5897.599999999999,-3997.5999999999995
sync_net,1,19:05:59,3,3,1,0,0,31.04,30,0,0
""
sync_net,1,19:06:00,0,4,1,400,16000,47.55,40,14108.099999999999,1891.9000000000015
sync_net,1,19:06:00,1,2,1,380,7600,42.97,20,13248.699999999999,-5648.699999999999
sync_net,1,19:06:00,2,1,1,190,1900,38.69,10,5897.599999999999,-3997.5999999999995
sync_net,1,19:06:00,3,3,1,0,0,31.04,30,0,0
""
sync_net,1,19:06:01,0,4,1,400,16000,47.55,40,14108.099999999999,1891.9000000000015
sync_net,1,19:06:01,1,2,1,380,7600,42.97,20,13248.699999999999,-5648.699999999999
sync_net,1,19:06:01,2,1,1,190,1900,38.69,10,5897.599999999999,-3997.5999999999995
sync_net,1,19:06:01,3,3,1,0,0,31.04,30,0,0
""
sync_net,1,19:06:02,0,4,1,400,16000,47.55,40,14108.099999999999,1891.9000000000015
sync_net,1,19:06:02,1,2,1,380,7600,42.97,20,13248.699999999999,-5648.699999999999
sync_net,1,19:06:02,2,1,1,190,1900,38.69,10,5897.599999999999,-3997.5999999999995
sync_net,1,19:06:02,3,3,1,0,0,31.04,30,0,0
""
sync_net,1,19:06:03,0,4,1,400,16000,47.55,40,14108.099999999999,1891.9000000000015
sync_net,1,19:06:03,1,2,1,380,7600,42.97,20,13248.699999999999,-5648.699999999999
sync_net,1,19:06:03,2,1,1,190,1900,38.69,10,5897.599999999999,-3997.5999999999995
sync_net,1,19:06:03,3,3,1,0,0,31.04,30,0,0
""
sync_net,2,19:06:12,-1,1,1,190,8930,0,47,0,8930
sync_net,2,19:06:12,-1,2,1,380,17100,0,45,0,17100
sync_net,2,19:06:12,-1,3,1,400,16000,0,40,0,16000
sync_net,2,19:06:12,-1,4,1,1,37,0,37,0,37
""
sync_net,2,19:06:13,-1,1,1,190,8930,0,47,-945,9875
sync_net,2,19:06:13,-1,2,1,380,17100,0,45,-945,18045
sync_net,2,19:06:13,-1,3,1,400,16000,47.25,40,0,16000
sync_net,2,19:06:13,-1,4,1,1,37,0,37,0,37
""
sync_net,2,19:06:14,-1,1,1,190,8930,0,47,-945,9875
sync_net,2,19:06:14,-1,2,1,380,17100,0,45,-945,18045
sync_net,2,19:06:14,-1,3,1,400,16000,47.25,40,0,16000
sync_net,2,19:06:14,-1,4,1,1,37,0,37,0,37
""
sync_net,2,19:06:15,-1,1,1,190,8930,0,47,-945,9875
sync_net,2,19:06:15,-1,2,1,380,17100,0,45,-945,18045
sync_net,2,19:06:15,-1,3,1,400,16000,47.25,40,0,16000
sync_net,2,19:06:15,-1,4,1,1,37,0,37,0,37
""
sync_net,2,19:06:16,0,1,1,400,18800,57.34,47,945,17855
sync_net,2,19:06:16,1,3,1,380,15200,47.25,40,0,15200
sync_net,2,19:06:16,2,2,1,190,8550,0,45,0,8550
sync_net,2,19:06:16,3,4,1,0,0,0,37,0,0
""
sync_net,2,19:06:17,0,1,1,400,18800,57.34,47,945,17855
sync_net,2,19:06:17,1,3,1,380,15200,47.25,40,0,15200
sync_net,2,19:06:17,2,2,1,190,8550,0,45,0,8550
sync_net,2,19:06:17,3,4,1,0,0,0,37,0,0
""
sync_net,2,19:06:18,0,1,1,400,18800,57.34,47,945,17855
sync_net,2,19:06:18,1,3,1,380,15200,47.25,40,0,15200
sync_net,2,19:06:18,2,2,1,190,8550,0,45,0,8550
sync_net,2,19:06:18,3,4,1,0,0,0,37,0,0
""
sync_net,2,19:06:19,0,2,1,400,18000,71.41,45,10124.3,7875.700000000001
sync_net,2,19:06:19,1,1,1,380,17860,57.34,47,8977.5,8882.5
sync_net,2,19:06:19,2,3,1,190,7600,47.25,40,0,7600
sync_net,2,19:06:19,3,4,1,0,0,0,37,0,0
""
sync_net,2,19:06:21,0,2,1,400,18000,68.35,45,10124.3,7875.700000000001
sync_net,2,19:06:21,1,1,1,380,17860,57.34,47,8977.5,8882.5
sync_net,2,19:06:21,2,3,1,190,7600,47.25,40,0,7600
sync_net,2,19:06:21,3,4,1,0,0,0,37,0,0
""
sync_net,2,19:06:22,0,2,1,400,18000,68.35,45,10124.3,7875.700000000001
sync_net,2,19:06:22,1,1,1,380,17860,57.34,47,8977.5,8882.5
sync_net,2,19:06:22,2,3,1,190,7600,47.25,40,0,7600
sync_net,2,19:06:22,3,4,1,0,0,0,37,0,0
""
sync_net,2,19:06:23,0,2,1,400,18000,68.35,45,10124.3,7875.700000000001
sync_net,2,19:06:23,1,1,1,380,17860,57.34,47,8977.5,8882.5
sync_net,2,19:06:23,2,3,1,190,7600,47.25,40,0,7600
sync_net,2,19:06:23,3,4,1,0,0,0,37,0,0
""
sync_net,2,19:06:24,0,2,1,400,18000,68.35,45,17532.4,467.59999999999854
sync_net,2,19:06:24,1,1,1,380,17860,57.34,47,16385.6,1474.4000000000015
sync_net,2,19:06:24,2,3,1,190,7600,47.25,40,7408.1,191.89999999999964
sync_net,2,19:06:24,3,4,1,0,0,38.99,37,0,0
""
sync_net,2,19:06:25,0,2,1,400,18000,68.35,45,17532.4,467.59999999999854
sync_net,2,19:06:25,1,1,1,380,17860,57.34,47,16385.6,1474.4000000000015
sync_net,2,19:06:25,2,3,1,190,7600,47.25,40,7408.1,191.89999999999964
sync_net,2,19:06:25,3,4,1,0,0,38.99,37,0,0
""
sync_net,2,19:06:26,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:26,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:26,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:26,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:27,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:27,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:27,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:27,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:28,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:28,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:28,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:28,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:29,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:29,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:29,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:29,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:30,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:30,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:30,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:30,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:31,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:31,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:31,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:31,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:32,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:32,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:32,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:32,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:33,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:33,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:33,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:33,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:34,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:34,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:34,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:34,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:35,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:35,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:35,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:35,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:37,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:37,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:37,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:37,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:38,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:38,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:38,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:38,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:39,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:39,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:39,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:39,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:40,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:40,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:40,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:40,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:41,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:41,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:41,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:41,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:42,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:42,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:42,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:42,3,3,1,0,0,47.25,40,0,0
""
sync_net,2,19:06:43,0,2,1,400,18000,68.35,45,20553.4,-2553.4000000000015
sync_net,2,19:06:43,1,1,1,380,17860,57.34,47,19406.6,-1546.5999999999985
sync_net,2,19:06:43,2,4,1,190,7030,54.89,37,8977.5,-1947.5
sync_net,2,19:06:43,3,3,1,0,0,47.25,40,0,0
""
